langs,system,n2m,source,target,n2mS,n2mT
en-de_news,human,2-1,"GAZIANTEP.KAZINFORM Kazakh rescuers continue digging through the rubble searching for survivors in Türkiye, Kazinform cites the press service of the Kazakh Emergency Situations Ministry.","GAZIANTEP.KAZINFORM Kasachische Retter graben sich in der Türkei weiterhin auf der Suche nach Überlebenden durch die Trümmer, so laut Kazinform der Pressedienst des kasachischen Ministeriums für Notsituationen.",2,1
en-de_news,human,2-1,ASTANA.KAZINFORM Opening ceremony of the 10th Asian Athletics Indoor Championships took place on Friday at Qazaqstan sports center in Astana.,ASTANA.KAZINFORM Die Eröffnungszeremonie der 10. Leichtathletik-Hallen-Asienmeisterschaften fand am Freitag im Qazaqstan-Sportzentrum in Astana statt.,2,1
en-de_news,human,1-2,"Yellowstone' actor Q'orianka Kilcher beats fraud charges Attorney Camille Vasquez, who represented Johnny Depp in last year's blockbuster defamation trial, has scored another legal victory this time with ""Yellowstone"" actor Q'orianka Kilcher.","Yellowstone-Schauspielerin Q'orianka Kilcher wendet Betrugsvorwürfe ab Die Anwältin Camille Vasquez, die Johnny Depp letztes Jahr in seinem medienwirksamen Verleumdungsprozess vertreten hat, hat einen weiteren juristischen Erfolg erzielt dieses Mal mit ""Yellowstone""-Schauspielerin Q'orianka Kilcher.",1,2
en-de_news,human,1-2,"In July 2022, California officials charged Kilcher with two felony counts of workers"" compensation fraud, accusing her of illegally collecting more than $96,000 in disability benefits between October 2019 and September 2021.","Im Juli 2022 klagten kalifornische Beamte Kilcher wegen zwei Straftaten im Bezug auf Arbeitsunfallversicherungsbetrug an. Sie wurde beschuldigt, zwischen Oktober 2019 und September 2021 unerlaubt mehr als 96.000 $ Invaliditätsleistungen erhalten zu haben.",1,2
en-de_news,human,1-2,"Speaking of the brand's origins, elsewhere in the interview Demna said one of the most ""painful"" parts of the backlash was tarnishing ""the name of Balenciaga and the legacy of Cristóbal Balenciaga.""","Wenn es um die Herkunft der Marke geht, spricht Demna anderorts im Interview, dass es einer der ""schmerzvollsten"" Teile der Gegenreaktionen war, dass ""der Name Balenciaga und das Erbe von Cristóbal Balenciaga"" beschmutzt wurden.",1,2
en-de_news,human,2-1,"It's Fake News, CBN Debunks Claim It Lacks Capacity To Print More New Naira Notes","Es ist eine Falschmeldung, CBN dementiert die Behauptung, dass sie keine Kapazitäten habe, um mehr neue Naira-Banknoten zu drucken",2,1
en-de_news,human,1-2,"He said while the CBN appreciates the concerns shown by all stakeholders about the distribution of the new Naira notes, ""we are alarmed at the extent to which vested interests are attempting to manipulate facts and pitch the public against the Bank."" Nwasinobi said the CBN remains committed to performing its monetary policy functions, as stipulated in the CBN Act, 2007 (as amended).","Er sagte, dass die CBN zwar die Besorgnis aller Beteiligten über die Verteilung der neuen Naira-Banknoten zu schätzen wisse, aber dass ""wir alarmiert sind über das Ausmaß, in dem Interessengruppen versuchen, Fakten zu manipulieren und die Öffentlichkeit gegen die Bank aufzuwiegeln"". Nwasinobi sagte, dass sich die CBN weiterhin verpflichtet, ihre geldpolitischen Funktionen zu erfüllen, so wie sie im CBN-Gesetz von 2007 (in der geänderten Fassung) festgelegt sind.",1,2
en-de_news,human,1-2,Tim Sherwood tears into £44m signing Pedro Porro after dismal,Tim Sherwood kritisiert 44 Mio. Pfund teure Verpflichtung von Pedro Porro nach katastrophalem,1,2
en-de_news,human,4-1,"Tottenham debut Porro had an afternoon to forget against Leicester (Picture: Getty) Tim Sherwood tore into Pedro Porro's ""absolutely disgusting"" defending during Tottenham's 4-1 defeat to Leicester City.","Debüt bei Tottenham Porro hatte einen Nachmittag, den er gerne vergessen würde, gegen Leicester (Bild: Getty) Tim Sherwood kritisierte Pedro Porros ""absolut grauenhafte"" Verteidigung bei der 4 zu 1-Niederlage von Tottenham gegen Leicester City.",4,1
en-de_news,human,2-1,Recall that Trump tried and failed to block the House Jan. 6 committee from getting White House records.,"Erinnern wir uns daran, dass Trump erfolglos versuchte, den Sonderausschuss für den 6. Januar daran zu hindern, Unterlagen aus dem Weißen Haus zu erhalten.",2,1
en-de_news,human,1-2,But further dampening the odds of a successful privilege claim is the previous rejection of Trump's attempt to block Jan. 6 grand jury testimony.,"Die Chancen für eine erfolgreiche Berufung auf das Privileg sind allerdings durch die frühere Ablehnung von Trumps Versuch, die Zeugenaussagen der Grand Jury vom 6. Januar zu blockieren, weiter geschmälert.",1,2
en-de_news,human,2-1,That's because Pence has chosen to write publicly about at least some of his supposed conversations with Trump in connection with Jan. 6.,"Denn Pence hat sich entschieden, öffentlich über zumindest einige seiner angeblichen Gespräche mit Trump in Verbindung mit dem 6. Januar zu schreiben.",2,1
en-de_news,human,2-1,The Case Against a Biden Run Is Obvious and Weak Why is this important?,Die Argumente gegen eine Kandidatur von Biden liegen auf der Hand und sind schwach Warum ist das wichtig?,2,1
en-de_news,human,3-1,Some Super Bowl Commercials I Can't Wait to See A nineties sitcom star reprising his beloved role to sell you car insurance.,"Einige Super Bowl-Werbespots, die ich unbedingt sehen will Ein Sitcom-Star aus den Neunzigern, der seine geliebte Rolle des Kfz-Versicherungsverkaufs wieder aufnimmt.",3,1
en-de_news,human,2-1,Timothée Chalamet in some capacity.,Timothée Chalamet in irgendeiner Kapazität.,2,1
en-de_news,human,3-1,Biden DOJ 'Doesn't Want an Armed Citizenry' Rep.,"Bidens Justizministerium ""will keine bewaffneten Bürger""",3,1
en-de_news,human,1-2,"On January 30 Breitbart News quoted Clyde outlining his plan to ""reintroduce the Stop Harassing Owners of Rifles Today Act, or the SHORT Act, to repeal elements of the National Firearms Act, thereby prohibiting the ATF from registering and banning pistols with stabilizing braces.""","Am 30. Januar zitierte Breitbart News Clyde mit seinem Plan, ""den Stop Harassing Owners of Rifles Today Act, oder den SHORT Act, wieder einzuführen, um Elemente des National Firearms Acts aufzuheben und so dem ATF zu verbieten, Pistolen mit Stabilisatoren zu registrieren und zu untersagen"".",1,2
en-de_news,human,1-2,"We Hope' Biden Has a Plan for Handling Title 42 Ending, 'If They Do, They Haven't Shared It Fully'","Wir hoffen, dass Biden einen Plan für das Ende von Title 42 hat. 'Wenn die Regierung einen Plan hat, dann hat sie ihn uns noch nicht vollständig mitgeteilt'",1,2
en-de_news,human,2-1,"On Friday's edition of NBC's ""MTP Now,"" Colorado Gov. Jared Polis (D) said that he has ""a lot of concern"" over what will happen when Title 42 ends in May, he hopes the Biden administration has a plan for when the policy ends, and that ""If they do, they haven't shared it fully with us yet.""","Am Freitag bei ""MTP Now"" auf NBC sagte der Gouverneur von Colorado, Jared Polis (D), dass er ""sehr besorgt"" darüber sei, was nach dem Ende von Title 42 im Mai passiert, er hofft, dass die Regierung von Biden einen Plan hat, wenn die Verordnung endet, und dass, ""wenn sie einen Plan hat, diesen uns noch nicht vollständig mitgeteilt hat"".",2,1
en-de_news,human,1-2,"However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by ""how long ago you followed the crematorium sign wearing a black tie.""","Aber nicht jeder fand die unglückliche Platzierung der Werbung zu anstößig. Eine Person sagte, dass die Reaktion auf die Werbung wahrscheinlich davon abhing, ""wie lange es her ist, dass man dem Krematorium-Schild in eigener Trauerangelegenheit gefolgt ist.""",1,2
en-de_news,human,1-3,"Gut instinct' missing woman is not in river Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his ""gut instinct"" is that she is not in the river.","Bauchgefühl sagt, dass vermisste Frau nicht im Fluss ist Die Suche nach der vermissten Engländerin Nicola Bulley geht in den 16. Tag, nachdem ihr Partner erklärte, dass sein ""Bauchgefühl"" ihm sage, dass sie nicht im Fluss sei.",1,3
en-de_news,human,1-2,"Lancashire Police said officers are keeping an ""open mind"" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre.","Die Polizei von Lancashire teilte mit, dass die Beamten ""unvoreingenommen"" bleiben, während sie weiter um Informationen über Frau Bulley bitten, die am 27. Januar bei einem Spaziergang mit ihrem Hund in St. Michael's on Wyre verschwand.",1,2
en-de_news,human,2-1,"Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school.","Frau Bulley verschwand bei einem Spaziergang mit ihrem Springer Spaniel Willow in der Nähe des Flusses, kurz nachdem sie ihre Töchter, sechs und neun Jahre alt, zur Schule gebracht hatte.",2,1
en-de_news,human,2-1,"East Germany's last communist leader dies at 95 BERLIN (AP) Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died.","Letzter Vorsitzender des Ministerrats der DDR stirbt im Alter von 95 Jahren BERLIN (AP) Hans Modrow, der letzte Vorsitzende des Ministerrats der DDR während einer turbulenten Zeit, die in der ersten und einzigen freien Wahl des Landes endete, ist gestorben.",2,1
en-de_news,human,2-1,"""The entire peaceful course of establishing German unity was precisely a special achievement of his,"" the Left wrote on Twitter. ""That will remain his political legacy.""","""Der gesamte friedliche Verlauf der Herstellung der Deutschen Einheit war gerade ein besonderer Verdienst von ihm"", schrieb Die Linke auf Twitter. ""Das wird sein politisches Vermächtnis bleiben.""",2,1
en-de_news,human,2-1,"Critics of Prime Minister Narendra Modi say his government has pushed a Hindu agenda, seeking the religion's supremacy in a secular nation known for its diversity.","Kritiker von Premierminister Narendra Modi sagen, dass seine Regierung eine hinduistische Agenda verfolgt und die Vorherrschaft der Religion in einer säkularen Nation, die für ihre Diversität bekannt ist, anstrebt.",2,1
en-de_news,human,1-2,Pedestrian dies in hospital after crash with car in Cowdenbeath as man arrested A pedestrian has died following a collision with a car in Fife.,"Fußgängerin stirbt nach Kollision mit Auto in Cowdenbeath im Krankenhaus, Mann verhaftet Eine Fußgängerin ist nach einer Kollision mit einem Auto in Fife gestorben.",1,2
en-de_news,human,2-1,"Sergeant Lee Walkingshaw said: ""Our enquiries are ongoing and we are appealing for anyone who was in the area and who witnessed the crash to get in touch."" I would also appeal to anyone who was driving in the area and who may have dash-cam footage which could assist our investigation to contact us.","Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen laufen und wir bitten alle Personen, die in der Nähe des Unfallorts waren und den Unfall gesehen haben und Autofahrer mit Dashcamvideos, die bei den Ermittlungen helfen könnten, sich bei uns zu melden.",2,1
en-de_news,human,2-1,"Statistics Norway's figures showed that foreigners were scattered all over the city's districts, as Søndre Nordstrand, the borough furthest south in Oslo, had over 14,000 immigrants registered there.","Zahlen von der norwegischen Statistikbehörde zeigten, dass Ausländer über alle Bezirke der Stadt verteilt sind, in Søndre Nordstrand, dem südlichsten Osloer Stadtteil, waren über 14.000 Einwanderer gemeldet.",2,1
en-de_news,human,4-1,Zimbabwe to Start Operating New Coal Power Unit by March,Simbabwe nimmt bis März neuen Kohlekraftwerksblock in Betrieb BENGALURU (Reuters),4,1
en-de_news,human,2-1,"BENGALURU (Reuters) Zimbabwe will start operating a new unit at its only coal-fired power plant by March, says the country's deputy energy minister, providing relief to millions of citizens rocked by frequent power outages in recent months.","Simbabwe wird bis März einen neuen Block in seinem einzigen Kohlekraftwerk in Betrieb nehmen, welcher Millionen von Bürgern, die in den letzten Monaten von häufigen Stromausfällen betroffen waren, helfen wird, erklärte der stellvertretende Energieminister des Landes.",2,1
en-de_news,human,2-1,"Some facts, e.g. About subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Einige Fakten, wie zum Beispiel über subatomare Teilchen, können nur durch Experimente hervorgehen, die wiederum nur im Kapitalismus möglich sind, da sie zu viele Ressourcen, zu viel Organisation und zu viel Zwang erfordern, um anderweitig durchgeführt werden zu können.",2,1
en-de_news,human,1-2,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.",1,2
en-de_news,human,1-2,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","Es war eine Schande, wie ein symbolisches, antidemokratisches Lügenund Kummerfest am 6. Januar von den amerikanischen Medien selbstzerstörerisch ausgerichtet wurde.",1,2
en-de_news,human,1-0,Who vetted & chose the individuals?,,1,0
en-de_news,human,1-2,"It worked. (fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","Es hat funktioniert. (falls Sie es wissen wollen, ich habe so ziemlich jede ""humane"" Falle auf dem Markt mit sehr geringem Erfolg ausprobiert.",1,2
en-de_news,human,3-1,This is not OK... My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,"Das ist nicht o. K. ... Mein Nachbar und ich sind zur selben Zeit zu Hause angekommen und ich konnte hören, wie er von der anderen Straßenseite aus einen Corona-Schleimsturm aushustete.",3,1
en-de_news,human,2-1,Writing Wonders 5/11: Does your MC laugh or cry more?,Schreibwunder 5/11: Lacht oder weint dein MC mehr?,2,1
en-de_news,human,2-1,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","Nach 4.000 der Not findet sich Yl an einem Ort der Liebe wieder und hat gewaltige Gefühle, mit denen sie nichts anfangen kann, also gibt es viel von beidem.",2,1
en-de_news,human,2-1,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL> Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Heute früh deuteten IR-Satellitenund Oberflächenbeobachtungen hin auf ein sich ausbreitendes Gebiet mit Hochnebel und lückenhaftem <URL> Der sonderbare Schüler Arnie Cunningham verliebt sich in Christine, einen rostigen Plymouth Fury von 1958, und ist besessen davon, dem Oldtimer zu neuem Glanz zu verhelfen.",2,1
en-de_news,human,2-1,Salesforce Partner Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,"Salesforce-Partner Codleo ist einer der besten Salesforce-Partner, der die besten Salesforce-Services anbietet, die auf die Bedürfnisse Ihres Unternehmens zugeschnitten sind.",2,1
en-de_news,human,2-1,If he were to die... the consequences would be... significant.,Sollte er sterben ... wären die Folgen ... weitreichend.,2,1
en-de_news,human,2-1,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad everyone ... Dreamed my parents were playing my porn game and giving me feedback.","Trotz der großen Bemühungen von Bram Stoker, Max Schreck und Stephenie Meyer, sie schlecht aussehen zu lassen jeder ... Habe geträumt, meine Eltern würden mein Pornospiel spielen und mir Feedback geben.",2,1
en-de_news,human,2-1,"Been toying with this thought for a little while: Mental health is often seen as something separate from ""regular"" health.","Mit diesem Gedanken schon eine Weile gespielt: Mentale Gesundheit wird oft als etwas von der ""normalen"" Gesundheit Getrenntes gesehen.",2,1
en-de_news,human,2-1,"Tech confession: I can't wrap my head around Grafana & Prometheus, at least from a server/application metrics and monitoring standpoint.","Geständnis eines Technikers: Ich kann mit Grafana und Prometheus nichts anfangen, zumindest nicht, was Serverund Anwendungsmetriken und die Überwachung angeht.",2,1
en-de_news,human,1-2,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Nachdem ich ~jahrzehntelang~ nahezu nichts gelesen hatte (mit Ausnahme von funktionalen, arbeitsbedingten Sachbüchern und hin und wieder einem Selbsthilfebuch), habe ich mir zum Ziel gesetzt, 23 Bücher im Jahr 2023 zu lesen.",1,2
en-de_news,human,2-1,It took years of changing my life and working hard but finally... I'm starting to smile and enjoy my bday with no worries.,"Ich musste jahrelang mein Leben ändern und hart arbeiten, aber schließlich ... fange ich an zu lächeln und meinen Geburtstag ohne Sorgen zu genießen.",2,1
en-de_news,human,3-1,Today's Aerostrike progress report: 1) Slight modifications to the Hel's Fighters map layout.,Der Aerostrike-Fortschrittsbericht von heute: 1) Leichte Änderungen am Layout der Karte Hel's Fighters.,3,1
en-de_news,human,2-1,2) The currency reward system has been connected.,2) Das Währungsbelohnungssystem wurde eingebunden.,2,1
en-de_news,human,1-4,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items It's 2023 and I still see people with iPhones actively avoid using Apple Maps.","Außerdem muss dort eine Salatreihe gesät werden, um Schnittgrün zu integrieren. {NS} Das Team wurde in Sachen Bewässerung, Beetvorbereitung und Umpflanzen geschult, was 90 % der Fähigkeiten ausmacht, die nichts mit der Ernte zu tun haben Es ist 2023 und ich sehe immer noch Menschen mit iPhones, die aktiv die Verwendung von Apple Maps vermeiden.",1,4
en-de_news,human,2-1,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts... We're all such messy critters.","Sich in einer Welt, in der ""Erfolg"" so oft Menschen zuteilwird, die für die schlimmsten Taten verantwortlich sind, mit persönlichem Versagen und Schuldgefühlen herumzuquälen ... Wir sind alle so chaotische Typen.",2,1
en-de_news,human,2-1,"Some programmers: ""Typing speed does not matter!"" or ""Modal editors are useless today"" :morty: Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance: Not sure if this is the best approach for sharing, but I like it for now: <URL> Note: You can take inspiration, but the libraries are not intended for public usage.","Einige Programmierer: ""Tippgeschwindigkeit ist nicht wichtig!"" oder ""Modale Editoren sind heute nutzlos"" :morty: Ich beim Extrahieren der Funktionen meiner #Axum Projekte in gemeinsame Bibliotheken: ""Halte meine Tastatur"" :partyparrot: :helix: :ferrisdance: Nicht sicher, ob das der beste Ansatz fürs Teilen ist, aber bis jetzt gefällt er mir: <URL> Hinweis: Du kannst dir Inspiration holen, aber die Bibliotheken sind nicht für die Nutzung durch die Öffentlichkeit gedacht.",2,1
en-de_news,human,2-1,"The four steps I outline are up for debate, with some progress in each: Description: names for incidents of human-algorithm behavior that account for algorithms & humans.","Die vier Schritte, die ich skizziere, stehen zur Debatte, mit gewissen Fortschritten bei jedem: Beschreibung: Namen für Vorfälle mit menschlich-algorithmischem Verhalten, die Algorithmen und Menschen berücksichtigen.",2,1
en-de_news,human,3-1,"Explanation: account for both sides of mutual influence Forecasting: anticipating harms before they happen (even if by minutes) Interventions: knowledge about things we can do to create change, within some confidence bounds I didn't watch the CNN town hall, but it seems as if Trump said exactly the same things he says every time he opens his mouth or presses Send on his phone.","Erklärung: Berücksichtigung der beiderseitigen Beeinflussung Vorhersage: Vorhersehen von Schäden, bevor sie auftreten (auch nur Minuten zuvor) Interventionen: Wissen über Dinge, die wir tun können, um eine Änderung herbeizuführen, innerhalb gewisser Grenzen des Vertrauens Ich habe die CNN-Ansprache nicht gesehen, aber es scheint, als ob Trump genau dasselbe gesagt hat, wie jedes Mal, wenn er seinen Mund öffnet oder Senden auf seinem Telefon drückt.",3,1
en-de_news,human,2-1,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days It just appeared one day and suddenly it was available everywhere.,"Ich hatte noch nie gesehen, dass die Mutter von jemandem es zubereitet hat, oder dass es mir auf einer Party aufgedrängt wurde, oder dass es in Zusammenhang mit den Eskapaden der Saucenzubereitung oder den Backtagen von irgendwem auftauchte Eines Tages ist sie einfach erschienen und plötzlich gab es sie überall.",2,1
en-de_news,human,2-1,Once back in Falcon's Wing you find it quite easy to plot a course for Earth in 3034 AD.,"Zurück im Falcon's Wing fällt es dir recht leicht, einen Kurs zur Erde im Jahr 3034 n. Chr. Einzuschlagen.",2,1
en-de_news,human,1-2,"Note that you have used up another polybdenum rod as you jump. [cont'd] #today I have coffee, sunshine and quiet time!","Bedenke, dass du beim Sprung einen weiteren Polybdän-Stab verbraucht hast. [Forts.] #today habe ich Kaffee, Sonnenschein und eine ruhige Zeit!",1,2
en-de_news,human,2-1,Most definitely Do any of these characters talk human beings?,Ganz bestimmt Spricht einer dieser Charaktere wie ein menschliches Wesen?,2,1
en-de_news,human,2-1,Not even remotely But did I love it?,Nicht einmal ansatzweise Aber habe ich es geliebt?,2,1
en-de_news,human,1-2,"He spent a long time staring at it, trying to stay calm: I've met some marvelous new #Mastodon mates lately and want to maintain the trend.","Er starrte lange Zeit darauf und versuchte, ruhig zu bleiben: Ich habe kürzlich einige wunderbare neue #Mastodon Freunde kennengelernt und möchte diesen Trend beibehalten.",1,2
en-de_news,human,1-2,But we should really have the system ready for I looked at the tutorial from the NLP was it? (PERSON6),Aber wir sollten das System wirklich fertig haben für ich habe mir das Tutorial zum NLP angeschaut war's das? (PERSON6),1,2
en-de_news,human,2-1,"Well, this, this should actually be Can you still hear me?","Okay, das, das sollte eigentlich können Sie mich noch hören?",2,1
en-de_news,human,2-1,"And every time, you all... It is not just you personally, [PERSON8].","Und jedes Mal, Sie alle ... Es geht nicht nur um Sie persönlich, [PERSON8].",2,1
en-de_news,human,1-2,"So, do you have any word error rates so far? (PERSON8)","Also, haben Sie bis jetzt irgendwelche Wortfehlerquoten? (PERSON8)",1,2
en-de_news,human,2-1,(PERSON4) Okay. (PERSON6),(PERSON4) Okay.,2,1
en-de_news,human,1-2,Or at least we might try it. (PERSON17),Oder wir können es zumindest versuchen. (PERSON17),1,2
en-de_news,human,2-1,"[PERSON4], right? The profanity filtering, has it been tested on logs?","[PERSON4], richtig? Wurde die Schimpfwortfilterung an Protokollen getestet?",2,1
en-de_news,human,1-2,"So, one such session is again going to happen this Monday. [PERSON9] is already starting the data collection, but I would like to see the benefit of that domain adaptation in in in the [PROJECT5] set up.","Also, solch eine Sitzung findet diesen Montag wieder statt. [PERSON9] hat schon mit der Datenerfassung angefangen, aber ich möchte gerne den Nutzen dieser Domainanpassung im Setup von [PROJEKT5] sehen.",1,2
en-de_news,human,1-2,"And, [PERSON14], is there any update from the potential colleague or friend of yours? (PERSON17)","Und, [PERSON14], gibt es irgendwelche Neuigkeiten von Ihrem potenziellen Kollegen oder Freund? (PERSON17)",1,2
en-de_news,human,1-2,"Yeah, I was maybe just thinking about like what kinds of data we currently use for this, because, for example, like if you check like [ORGANIZATION4]'s models on [ORGANIZATION5] that they are like already pretty good at these things (PERSON6) And I think that if we just like We could probably just get the data from them, because you have like a such a large set of videos basically with different domains and different speaker native languages on [ORGANIZATION5].","Ja, ich habe gerade nur darüber nachgedacht, welche Art von Daten wir momentan dafür nutzen, weil, wenn man zum Beispiel die Modelle von [ORGANISATION4] mit [ORGANISATION5] vergleicht, sind sie schon ziemlich gut in diesen Dingen (PERSON6) Und ich denke, wenn wir einfach wir könnten wahrscheinlich einfach die Daten von ihnen erhalten, weil sie einen so großen Satz an Videos haben, hauptsächlich mit verschiedenen Domains und verschiedenen Muttersprachen der Sprecher auf [ORGANISATION5].",1,2
en-de_news,human,2-1,"(PERSON2) Okay, I'll do that.","(PERSON2) Okay, das werde ich machen.",2,1
en-de_news,human,2-1,"(PERSON11) Yeah, thanks.","(PERSON11) Ja, danke.",2,1
en-de_news,human,1-2,"I'm now working on, or getting to update, the demo paper submission, which is due next Friday, if I'm not mistaken.","Ich arbeite gerade an der Einreichung bzw. Aktualisierung des Demo-Papers, das nächsten Freitag fällig ist, wenn ich mich nicht irre.",1,2
en-de_news,human,1-2,"And then I have some project reports to do and I'm starting to gather documents like, or links to the documents, not the documents themselves yet, for the two sessions.","Und dann muss ich noch einige Projektberichte erstellen und ich beginne gerade mit dem Sammeln der Dokumente bzw. Links zu den Dokumenten, die Dokumente selbst noch nicht, für die beiden Sitzungen.",1,2
en-de_news,human,4-1,"(PERSON11) <parallel_talk> For ASR as well we should add a complimentary metric Actually more, we should add complementary metthese complementary metrics.","(PERSON11) <überlappende_Sprache> Wir sollten auch für ASR eine kostenlose Metrik hinzufügen genauer gesagt, wir sollten zusätzliche Metdiese zusätzlichen Metriken hinzufügen.",4,1
en-de_news,human,2-1,"</parallel_talk> So, you mentioned one and that is profanity filtering m evaluation.","</überlappende_Sprache> Also, Sie haben eine erwähnt und das ist die Bewertung der Schimpfwortfilterung.",2,1
en-de_news,human,3-1,"So <parallel_talk> have an explicit list of things which must not appear in the output </parallel_talk>, right? <parallel_talk> And then rare words evaluation.","Also <überlappende_Sprache> haben Sie eine explizite Liste mit Dingen, die nicht in der Ausgabe erscheinen dürfen </überlappende_Sprache>, richtig? <überlappende_Sprache> Und dann die Bewertung seltener Wörter.",3,1
en-de_news,human,2-1,</parallel_talk> I have one remark from [PERSON1].,</überlappende_Sprache> Ich habe eine Bemerkung von [PERSON1].,2,1
en-de_news,human,2-1,"</parallel_talk> So, this could become an empty part of the second thing of the rare word So <parallel_talk> this would be the rare word evaluation for MT and then from [PROJEC210] we are also likely to get some dictionary.","</überlappende_Sprache> Also, das könnte ein leerer Teil der zweiten Sache des seltenen Wortes werden also <überlappende_Sprache> das wäre die Bewertung des seltenen Wortes für MÜ und dann werden wir wahrscheinlich von [PROJEC210] auch ein Wörterbuch bekommen.",2,1
en-de_news,human,2-1,</parallel_talk> So that would be the [PROJEC210] domain obviously.,"</überlappende_Sprache> Das wäre also die [PROJEC210]-Domain, natürlich.",2,1
en-de_news,human,3-1,"</parallel_talk> Yes <parallel_talk> and then then a multi-source with [PERSON7] or based upon [PERSON7] or </parallel_talk> And for the language ID, I'm curious how do you want to integrate it exactly because it already involves considering multiple ASR sources, multiple channels, so what would be the use case for the for the language ID?","</überlappende_Sprache> Ja <überlappende_Sprache> und dann eine Mehrfachquelle mit [PERSON7] oder basierend auf [PERSON7] oder </überlappende_Sprache> Und bezüglich der Sprach-ID, bin ich neugierig, wie Sie sie genau integrieren wollen, da bereits mehrere ASR-Quellen, mehrere Kanäle berücksichtigt werden müssen, was wäre also der Anwendungsfall für die Sprach-ID?",3,1
en-de_news,human,1-2,How do we plug that in? (PERSON13),Wie integrieren wir das? (PERSON13),1,2
en-de_news,human,2-1,"<unintelligible/> silence, Czech, German, English, and then I will let on the others how they want to use it in the pipeline.","<unverständlich/> Stille, Tschechisch, Deutsch, Englisch, und dann werde ich den anderen überlassen, wie sie es in der Pipeline nutzen wollen.",2,1
en-de_news,human,2-1,"Please write this down here into the documenter this <unintelligible/> summary, because that is for [PERSON2].","Bitte schreiben Sie das hier in den Dokumentierer, diese <unverständlich/> Zusammenfassung, weil das für [PERSON2] ist.",2,1
en-de_news,human,2-1,"We will separately need to (ship) the audio to the English ASR, separately to the German ASR and the Czech ASR, for example depending on the <other_noise/> And also, to this language ID worker and then we need to merge these outputs, and this is tool which we do not have yet.","Wir werden das Audio separat an die englische ASR (senden) müssen, separat an die deutsche ASR und die tschechische ASR, zum Beispiel abhängig von der <sonstiger_Lärm/> und auch an diesen Sprach-ID-Arbeiter, und dann müssen wir diese Ausgaben zusammenführen, und dies ist ein Tool, das wir noch nicht haben.",2,1
en-de_news,human,1-2,"Therefore, it is not the same word form as in reference, right? (PERSON4)","Deshalb handelt es sich nicht um die gleiche Wortform wie in der Referenz, richtig? (PERSON4)",1,2
en-de_news,human,2-1,"You do not do any(PERSON3) -lemmatization of the reference and the(PERSON4) Both, both, both, I'm matching both the surface forms and lemma.","Sie machen keine (PERSON3) Lemmatisierung der Referenz und der (PERSON4) Beides, beides, beides, ich gleiche sowohl die oberflächlichen Formen als auch das Lemma ab.",2,1
en-de_news,human,2-1,It is just the dilemma score for the (European?) is not in the table because of the table like won't fit into the paper so <unintelligible/> Coverage is always like 97 percent.,"Es ist nur so, dass die Bewertung des Problems für (europäisch?) nicht in der Tabelle aufgeführt ist, weil die Tabelle nicht in das Paper passt, also liegt die <unverständlich/> Abdeckung immer bei 97 Prozent.",2,1
